[2019-02-02 15:46:25,855 CameraGroup] INFO: Inside findConnectedCams()
[2019-02-04 10:01:25,230 CameraGroup] INFO: Inside findConnectedCams()
[2019-02-04 10:01:47,928 CameraGroup] INFO: Inside findConnectedCams()
[2019-02-04 10:57:20,926 CameraGroup] INFO: Inside findConnectedCams()
[2019-02-04 10:57:33,109 CameraGroup] INFO: Inside findConnectedCams()
[2019-02-04 10:58:22,607 CameraGroup] ERROR: No cam found.
[2019-02-04 10:59:22,006 CameraGroup] INFO: Inside findConnectedCams()
[2019-02-04 12:44:17,645 CameraGroup] INFO: Inside findConnectedCams()
[2019-02-04 12:48:03,995 CameraGroup] INFO: Inside findConnectedCams()
[2019-02-04 12:49:14,235 TextUI] INFO: Starting application
[2019-02-04 12:51:51,049 CameraGroup] INFO: Inside findConnectedCams()
[2019-02-04 12:54:20,222 TextUI] INFO: Starting application
[2019-02-04 12:54:20,222 PoseEstimator] INFO: Starting getPoseFromCams()
[2019-02-04 12:55:19,079 CameraGroup] INFO: Inside findConnectedCams()
[2019-02-04 12:57:00,036 TextUI] INFO: Starting application
[2019-02-04 12:57:00,037 PoseEstimator] INFO: Starting getPoseFromCams()
[2019-02-04 13:00:22,653 TextUI] INFO: Starting application
[2019-02-04 13:00:22,654 PoseEstimator] INFO: Starting getPoseFromCams()
[2019-02-04 13:00:33,704 CameraGroup] INFO: Inside findConnectedCams()
[2019-02-04 13:01:40,154 TextUI] INFO: Starting application
[2019-02-04 13:01:40,154 PoseEstimator] INFO: Starting getPoseFromCams()
[2019-02-04 13:02:59,268 CameraGroup] INFO: Inside findConnectedCams()
[2019-02-04 13:04:25,812 TextUI] INFO: Starting application
[2019-02-04 13:04:25,812 PoseEstimator] INFO: Starting getPoseFromCams()
[2019-02-04 13:05:52,915 CameraGroup] INFO: Inside findConnectedCams()
[2019-02-04 13:06:53,482 TextUI] INFO: Starting application
[2019-02-04 13:06:53,483 PoseEstimator] INFO: Starting getPoseFromCams()
[2019-02-04 13:08:05,267 TextUI] INFO: Starting application
[2019-02-04 13:08:05,268 PoseEstimator] INFO: Starting getPoseFromCams()
[2019-02-04 13:08:16,246 CameraGroup] INFO: Inside findConnectedCams()
[2019-02-04 13:09:17,190 TextUI] INFO: Starting application
[2019-02-04 13:09:17,191 PoseEstimator] INFO: Starting getPoseFromCams()
[2019-02-04 13:22:23,411 CameraGroup] INFO: Inside findConnectedCams()
[2019-02-04 13:24:56,726 TextUI] INFO: Starting application
[2019-02-04 13:24:56,726 PoseEstimator] INFO: Starting getPoseFromCams()
[2019-02-04 13:25:06,858 CameraGroup] INFO: Inside findConnectedCams()
[2019-02-04 13:33:28,787 CameraGroup] INFO: Inside findConnectedCams()
[2019-02-04 13:33:55,078 CameraGroup] INFO: Inside findConnectedCams()
[2019-02-04 13:36:07,724 CameraGroup] INFO: Inside findConnectedCams()
[2019-02-04 13:36:34,169 CameraGroup] INFO: Inside findConnectedCams()
[2019-02-04 13:37:39,194 TextUI] INFO: Starting application
[2019-02-04 13:37:39,195 PoseEstimator] INFO: Starting getPoseFromCams()
[2019-02-04 13:39:46,890 CameraGroup] INFO: Inside findConnectedCams()
[2019-02-04 13:40:31,062 TextUI] INFO: Starting application
[2019-02-04 13:40:31,062 PoseEstimator] INFO: Starting getPoseFromCams()
[2019-02-04 13:40:53,404 CameraGroup] INFO: Inside findConnectedCams()
[2019-02-04 13:41:57,795 TextUI] INFO: Starting application
[2019-02-04 13:41:57,795 PoseEstimator] INFO: Starting getPoseFromCams()
[2019-02-04 13:48:36,705 CameraGroup] INFO: Inside findConnectedCams()
[2019-02-04 13:50:35,515 TextUI] INFO: Starting application
[2019-02-04 13:50:35,515 PoseEstimator] INFO: Starting getPoseFromCams()
[2019-02-04 13:54:07,019 CameraGroup] INFO: Inside findConnectedCams()
[2019-02-04 13:58:31,424 TextUI] INFO: Starting application
[2019-02-04 13:58:31,424 PoseEstimator] INFO: Starting getPoseFromCams()
